sign_class,xtl,ytl,xbr,ybr,temporary,occluded,data,filename
1.17,1231,965,1246,979,False,False,,1520429979545000_7603626000.jpg
3.24,1224,981,1236,993,False,False,40.0,1520429980478000_7604559000.jpg
1.17,1222,963,1238,979,False,False,,1520429980478000_7604559000.jpg
5.2,1213,1000,1220,1010,False,False,,1520429980478000_7604559000.jpg
5.2,1210,1016,1218,1025,False,False,,1520429981545000_7605626000.jpg
3.24,1223,995,1236,1008,False,False,40.0,1520429981545000_7605626000.jpg
1.17,1221,976,1238,993,False,False,,1520429981545000_7605626000.jpg
1.17,1195,931,1215,948,False,False,,1520429982644000_7606726000.jpg
5.2,1183,973,1192,984,False,False,,1520429982644000_7606726000.jpg
3.24,1196,950,1213,967,False,False,40.0,1520429982644000_7606726000.jpg
1.17,1205,926,1227,947,False,False,,1520429983778000_7607859000.jpg
5.2,1192,975,1201,986,False,False,,1520429983778000_7607859000.jpg
3.24,1207,948,1224,965,False,False,40.0,1520429983778000_7607859000.jpg
3.24,1192,987,1200,996,False,True,20.0,1520429983778000_7607859000.jpg
3.24,1217,1007,1227,1016,False,False,20.0,1520429984911000_7608992000.jpg
1.17,1233,940,1258,962,False,False,,1520429984911000_7608992000.jpg
5.2,1218,994,1228,1005,False,False,,1520429984911000_7608992000.jpg
3.24,1235,963,1256,985,False,False,40.0,1520429984911000_7608992000.jpg
5.2,1270,978,1280,989,False,False,,1520429985977000_7610059000.jpg
3.24,1270,991,1279,1001,False,False,20.0,1520429985977000_7610059000.jpg
1.17,1290,915,1320,941,False,False,,1520429985977000_7610059000.jpg
3.24,1293,942,1317,967,False,False,40.0,1520429985977000_7610059000.jpg
3.24,1282,998,1292,1008,False,False,20.0,1520429986977000_7611058000.jpg
5.2,1282,983,1293,996,False,False,,1520429986977000_7611058000.jpg
3.24,1315,943,1343,971,False,False,40.0,1520429986977000_7611058000.jpg
1.17,1313,912,1345,942,False,False,,1520429986977000_7611058000.jpg
1.17,1293,896,1330,928,False,False,,1520429987910000_7611992000.jpg
3.24,1296,929,1328,962,False,False,40.0,1520429987910000_7611992000.jpg
5.2,1253,976,1265,988,False,False,,1520429987910000_7611992000.jpg
3.24,1253,991,1263,1002,False,False,20.0,1520429987910000_7611992000.jpg
3.24,1289,944,1325,981,False,False,40.0,1520429989043000_7613125000.jpg
1.17,1283,902,1329,942,False,False,,1520429989043000_7613125000.jpg
5.2,1231,1000,1243,1013,False,False,,1520429989043000_7613125000.jpg
3.24,1231,1016,1242,1027,False,False,20.0,1520429989043000_7613125000.jpg
5.2,1194,987,1208,1003,False,False,,1520429990043000_7614125000.jpg
1.17,1265,871,1319,920,False,False,,1520429990043000_7614125000.jpg
3.24,1194,1005,1207,1018,False,False,20.0,1520429990043000_7614125000.jpg
3.24,1269,922,1315,969,False,False,40.0,1520429990043000_7614125000.jpg
1.17,1292,833,1360,894,False,False,,1520429990976000_7615058000.jpg
3.24,1297,897,1355,955,False,False,40.0,1520429990976000_7615058000.jpg
3.24,1201,999,1215,1012,False,False,20.0,1520429990976000_7615058000.jpg
5.2,1201,980,1216,996,False,False,,1520429990976000_7615058000.jpg
3.24,1213,976,1228,991,False,False,20.0,1520429992143000_7616224000.jpg
5.2,1213,956,1229,973,False,False,,1520429992143000_7616224000.jpg
3.24,1358,827,1443,912,False,False,40.0,1520429992143000_7616224000.jpg
1.17,1349,732,1451,824,False,False,,1520429992143000_7616224000.jpg
3.24,1561,706,1714,858,False,False,40.0,1520429993243000_7617324000.jpg
1.17,1544,536,1730,699,False,False,,1520429993243000_7617324000.jpg
3.24,1265,974,1283,993,False,False,20.0,1520429993243000_7617324000.jpg
5.2,1267,953,1284,972,False,False,,1520429993243000_7617324000.jpg
3.24,1334,973,1355,994,False,False,20.0,1520429994243000_7618324000.jpg
5.2,1335,950,1356,971,False,False,,1520429994243000_7618324000.jpg
3.24,1302,995,1326,1019,False,False,20.0,1520429995109000_7619191000.jpg
5.2,1303,970,1327,994,False,False,,1520429995109000_7619191000.jpg
5.2,1295,944,1320,970,False,False,,1520429995976000_7620057000.jpg
3.24,1293,972,1319,999,False,False,20.0,1520429995976000_7620057000.jpg
5.2,1268,930,1297,959,False,False,,1520429996809000_7620890000.jpg
3.24,1267,961,1296,991,False,False,20.0,1520429996809000_7620890000.jpg
3.24,1249,963,1282,997,False,False,20.0,1520429997675000_7621757000.jpg
5.2,1251,928,1283,962,False,False,,1520429997675000_7621757000.jpg
5.2,1244,915,1283,954,False,False,,1520429998542000_7622623000.jpg
3.24,1242,956,1280,995,False,False,20.0,1520429998542000_7622623000.jpg
3.24,1244,918,1291,966,False,False,20.0,1520429999542000_7623623000.jpg
5.2,1246,868,1293,916,False,False,,1520429999542000_7623623000.jpg
3.24,1291,884,1349,941,False,False,20.0,1520430000475000_7624556000.jpg
5.2,1294,822,1353,881,False,False,,1520430000475000_7624556000.jpg
3.24,1360,857,1436,933,False,False,20.0,1520430001575000_7625656000.jpg
5.2,1363,777,1439,853,False,False,,1520430001575000_7625656000.jpg
3.24,1467,804,1573,910,False,False,20.0,1520430002608000_7626689000.jpg
5.2,1471,692,1581,800,False,False,,1520430002608000_7626689000.jpg
5.2,1605,512,1775,675,False,False,,1520430003541000_7627623000.jpg
3.24,1597,682,1762,843,False,False,20.0,1520430003541000_7627623000.jpg
3.24,1908,458,2217,757,False,False,20.0,1520430004474000_7628556000.jpg
5.2,1925,151,2243,446,False,False,,1520430004474000_7628556000.jpg
5.2,1594,880,1610,915,False,True,,1520430017739000_7641820000.jpg
5.2,1661,864,1690,908,False,True,,1520430018705000_7642787000.jpg
5.2,1705,872,1758,926,False,True,,1520430019705000_7643787000.jpg
5.2,1704,845,1767,909,False,True,,1520430020572000_7644653000.jpg
5.2,1666,757,1752,842,False,True,,1520430021738000_7645820000.jpg
5.2,1703,604,1831,730,False,False,,1520430022771000_7646853000.jpg
5.2,1933,364,2160,585,False,False,,1520430023671000_7647753000.jpg
2.4,1299,992,1308,1003,False,True,,1520430043002000_7667083000.jpg
2.4,1316,982,1329,992,False,True,,1520430044135000_7668216000.jpg
2.4,1307,996,1324,1010,False,True,,1520430045268000_7669349000.jpg
2.4,1295,970,1314,989,False,True,,1520430046201000_7670283000.jpg
2.4,1338,980,1362,1003,False,True,,1520430047134000_7671216000.jpg
2.4,1364,970,1391,993,False,True,,1520430048201000_7672282000.jpg
2.4,1400,941,1430,968,False,True,,1520430049367000_7673449000.jpg
2.4,1418,937,1450,966,False,True,,1520430050534000_7674615000.jpg
2.4,1422,947,1458,981,False,False,,1520430051634000_7675715000.jpg
2.4,1420,968,1462,1006,False,False,,1520430052700000_7676782000.jpg
2.4,1439,938,1489,983,False,False,,1520430053633000_7677715000.jpg
2.4,1525,932,1585,986,False,False,,1520430054700000_7678781000.jpg
2.4,1615,914,1692,983,False,False,,1520430055800000_7679881000.jpg
5.23.1,2090,913,2184,952,False,False,Немчиново,1520430055800000_7679881000.jpg
5.23.1,2310,841,2448,889,False,True,Немчиново,1520430056966000_7681048000.jpg
2.4,1731,834,1835,924,False,False,,1520430056966000_7681048000.jpg
2.4,1874,772,2018,897,False,False,,1520430058066000_7682147000.jpg
2.4,2098,709,2297,881,False,False,,1520430058999000_7683081000.jpg
2.1,929,944,971,986,False,False,,1520430079263000_7703344000.jpg
2.1,1304,926,1351,974,False,False,,1520430080363000_7704444000.jpg
2.1,1476,865,1535,925,False,False,,1520430081529000_7705610000.jpg
2.1,1567,823,1642,898,False,False,,1520430082396000_7706477000.jpg
2.1,1750,717,1868,837,False,False,,1520430083429000_7707510000.jpg
5.19.1,1089,1000,1098,1008,False,False,,1520430102826000_7726907000.jpg
5.19.1,1135,975,1144,983,False,False,,1520430103826000_7727907000.jpg
5.19.1,1151,966,1160,975,False,False,,1520430104992000_7729074000.jpg
5.19.1,1144,961,1155,972,False,False,,1520430106159000_7730240000.jpg
5.19.1,1156,971,1167,983,False,False,,1520430106992000_7731073000.jpg
5.19.1,1182,933,1194,944,False,False,,1520430108092000_7732173000.jpg
5.19.1,1229,909,1241,920,False,False,,1520430109091000_7733173000.jpg
5.19.2,1009,909,1022,923,False,True,,1520430109091000_7733173000.jpg
5.19.1,1295,916,1309,929,False,False,,1520430110025000_7734106000.jpg
5.19.2,1052,919,1065,931,False,True,,1520430110025000_7734106000.jpg
5.19.1,1339,907,1354,923,False,False,,1520430110891000_7734973000.jpg
5.19.2,1072,915,1086,929,False,True,,1520430110891000_7734973000.jpg
5.16,1377,895,1387,910,False,True,,1520430110891000_7734973000.jpg
5.16,1344,878,1354,893,False,True,,1520430111758000_7735839000.jpg
5.19.1,1307,888,1324,905,False,False,,1520430111758000_7735839000.jpg
5.19.2,1008,897,1025,913,False,True,,1520430111758000_7735839000.jpg
5.16,972,885,988,907,False,True,,1520430111758000_7735839000.jpg
5.19.2,965,927,983,946,False,False,,1520430112724000_7736806000.jpg
5.16,1340,912,1351,928,False,True,,1520430112724000_7736806000.jpg
5.19.1,1305,919,1324,937,False,False,,1520430112724000_7736806000.jpg
5.16,923,917,938,942,False,True,,1520430112724000_7736806000.jpg
5.19.2,929,894,950,913,False,False,,1520430113691000_7737772000.jpg
5.16,1355,881,1358,900,False,True,,1520430113691000_7737772000.jpg
5.19.1,1324,886,1346,908,False,False,,1520430113691000_7737772000.jpg
5.16,869,872,890,903,False,True,,1520430113691000_7737772000.jpg
5.19.2,863,895,888,921,False,False,,1520430114824000_7738905000.jpg
5.16,1375,891,1378,912,False,True,,1520430114824000_7738905000.jpg
5.19.1,1346,885,1373,912,False,False,,1520430114824000_7738905000.jpg
5.16,777,866,801,904,False,True,,1520430114824000_7738905000.jpg
2.1,1220,916,1228,925,False,False,,1520430114824000_7738905000.jpg
2.1,1209,937,1219,945,False,False,,1520430115824000_7739905000.jpg
5.19.2,768,900,799,932,False,False,,1520430115824000_7739905000.jpg
5.16,1381,919,1392,923,False,True,,1520430115824000_7739905000.jpg
5.19.1,1375,881,1411,917,False,False,,1520430115824000_7739905000.jpg
5.16,633,856,666,908,False,True,,1520430115824000_7739905000.jpg
2.1,1216,949,1225,958,False,False,,1520430116657000_7740738000.jpg
5.19.2,653,890,693,931,False,False,,1520430116657000_7740738000.jpg
5.16,1415,905,1433,932,False,True,,1520430116657000_7740738000.jpg
5.19.1,1443,865,1490,913,False,False,,1520430116657000_7740738000.jpg
5.16,428,821,474,893,False,True,,1520430116657000_7740738000.jpg
2.1,1225,939,1236,949,False,False,,1520430117624000_7741705000.jpg
5.19.2,385,824,446,887,False,False,,1520430117624000_7741705000.jpg
5.16,1475,879,1496,913,False,False,,1520430117624000_7741705000.jpg
5.19.1,1628,774,1708,855,False,False,,1520430117624000_7741705000.jpg
5.24.1,1101,953,1116,957,False,False,Сколково,1520430117624000_7741705000.jpg
2.1,1227,938,1237,947,False,False,,1520430118590000_7742671000.jpg
5.16,1558,854,1586,897,False,False,,1520430118590000_7742671000.jpg
5.24.1,1094,951,1111,955,False,False,Сколково,1520430118590000_7742671000.jpg
2.1,1215,948,1225,959,False,False,,1520430119457000_7743538000.jpg
5.24.1,1073,962,1091,967,False,False,Сколково,1520430119457000_7743538000.jpg
5.16,1668,826,1706,884,False,False,,1520430119457000_7743538000.jpg
2.1,1202,967,1213,979,False,False,,1520430120456000_7744538000.jpg
5.24.1,1051,985,1071,990,False,False,Сколково,1520430120456000_7744538000.jpg
5.16,1972,739,2034,838,False,False,,1520430120456000_7744538000.jpg
2.1,1202,976,1214,988,False,False,,1520430121523000_7745604000.jpg
5.24.1,1041,995,1062,1000,False,False,Сколково,1520430121523000_7745604000.jpg
5.24.1,1038,969,1061,974,False,True,Сколково,1520430122623000_7746704000.jpg
2.1,1213,946,1227,959,False,False,,1520430122623000_7746704000.jpg
2.1,1204,970,1219,984,False,False,,1520430123456000_7747537000.jpg
2.1,1215,955,1233,973,False,False,,1520430124622000_7748704000.jpg
5.24.1,1010,982,1036,988,False,False,Сколково,1520430124622000_7748704000.jpg
2.1,1228,956,1248,977,False,False,,1520430125756000_7749837000.jpg
5.24.1,1000,987,1030,994,False,False,Сколково,1520430125756000_7749837000.jpg
2.1,1248,957,1273,982,False,False,,1520430126622000_7750704000.jpg
5.24.1,1000,992,1031,998,False,False,Сколково,1520430126622000_7750704000.jpg
5.24.1,976,984,1011,992,False,False,Сколково,1520430127622000_7751703000.jpg
2.1,1256,943,1285,972,False,False,,1520430127622000_7751703000.jpg
5.24.1,935,981,975,991,False,False,Сколково,1520430128788000_7752870000.jpg
2.1,1263,927,1302,964,False,False,,1520430128788000_7752870000.jpg
5.24.1,922,979,967,990,False,False,Сколково,1520430129655000_7753736000.jpg
2.1,1298,906,1349,956,False,False,,1520430129655000_7753736000.jpg
5.24.1,895,975,945,987,False,False,Сколково,1520430130521000_7754603000.jpg
2.1,1348,873,1416,941,False,False,,1520430130521000_7754603000.jpg
5.24.1,835,940,896,955,False,False,Сколково,1520430131655000_7755736000.jpg
2.1,1517,713,1656,853,False,False,,1520430131655000_7755736000.jpg
5.24.1,749,944,825,961,False,True,Сколково,1520430132721000_7756803000.jpg
5.24.1,615,923,712,946,False,True,Сколково,1520430133721000_7757802000.jpg
5.24.1,402,896,534,929,False,False,Сколково,1520430134621000_7758702000.jpg
5.24.1,0,820,63,872,False,True,Сколково,1520430135687000_7759769000.jpg
6.10.1,1129,954,1147,963,False,False,,1520430157251000_7781332000.jpg
6.10.1,1106,945,1126,954,False,False,,1520430158251000_7782332000.jpg
6.10.1,1085,939,1105,949,False,False,,1520430159084000_7783165000.jpg
6.10.1,1080,934,1100,944,False,False,,1520430160217000_7784298000.jpg
6.10.1,1084,939,1106,949,False,False,,1520430161150000_7785232000.jpg
1.17,1214,948,1223,958,False,False,,1520430162283000_7786365000.jpg
3.24,1215,959,1223,967,False,False,40.0,1520430162283000_7786365000.jpg
6.10.1,1085,940,1106,951,False,True,,1520430162283000_7786365000.jpg
1.17,1212,957,1224,968,False,False,,1520430163450000_7787531000.jpg
3.24,1214,969,1223,978,False,False,40.0,1520430163450000_7787531000.jpg
6.10.1,1080,948,1099,960,False,True,,1520430163450000_7787531000.jpg
1.17,1213,970,1224,982,False,False,,1520430164350000_7788431000.jpg
3.24,1214,983,1224,992,False,False,40.0,1520430164350000_7788431000.jpg
6.10.1,1068,961,1093,974,False,False,,1520430164350000_7788431000.jpg
3.24,1224,974,1235,984,False,False,40.0,1520430165316000_7789398000.jpg
1.17,1223,959,1235,972,False,False,,1520430165316000_7789398000.jpg
1.34.1,1168,962,1184,967,False,False,,1520430165316000_7789398000.jpg
6.10.1,1070,950,1096,963,False,False,,1520430165316000_7789398000.jpg
3.24,1238,976,1251,989,False,False,40.0,1520430166449000_7790531000.jpg
1.17,1237,959,1253,975,False,False,,1520430166449000_7790531000.jpg
1.34.1,1176,964,1192,969,False,False,,1520430166449000_7790531000.jpg
6.10.1,1071,951,1100,965,False,False,,1520430166449000_7790531000.jpg
3.24,1267,960,1282,974,False,False,40.0,1520430167449000_7791531000.jpg
1.17,1264,943,1283,959,False,False,,1520430167449000_7791531000.jpg
6.10.1,1086,934,1116,949,False,False,,1520430167449000_7791531000.jpg
3.24,1275,947,1293,965,False,False,40.0,1520430168449000_7792530000.jpg
1.17,1273,926,1294,946,False,False,,1520430168449000_7792530000.jpg
1.34.1,1194,940,1212,943,False,True,,1520430168449000_7792530000.jpg
6.10.1,1076,925,1107,941,False,False,,1520430168449000_7792530000.jpg
3.24,1275,934,1297,955,False,False,40.0,1520430169382000_7793464000.jpg
1.17,1274,910,1298,933,False,False,,1520430169382000_7793464000.jpg
1.34.1,1181,929,1200,935,False,True,,1520430169382000_7793464000.jpg
5.20,1232,908,1240,917,False,False,,1520430169382000_7793464000.jpg
3.24,1232,918,1240,927,False,False,20.0,1520430169382000_7793464000.jpg
6.10.1,1056,913,1090,929,False,False,,1520430169382000_7793464000.jpg
1.34.1,1173,927,1193,931,False,True,,1520430170249000_7794330000.jpg
3.24,1283,926,1308,951,False,False,40.0,1520430170249000_7794330000.jpg
1.17,1281,899,1310,925,False,False,,1520430170249000_7794330000.jpg
5.20,1228,904,1237,912,False,False,,1520430170249000_7794330000.jpg
3.24,1228,914,1236,922,False,False,20.0,1520430170249000_7794330000.jpg
2.1,1240,902,1247,912,False,True,,1520430170249000_7794330000.jpg
6.10.1,1041,908,1077,926,False,False,,1520430170249000_7794330000.jpg
2.1,1229,896,1236,907,False,True,,1520430171249000_7795330000.jpg
1.34.1,1156,922,1181,928,False,False,,1520430171249000_7795330000.jpg
3.24,1290,912,1320,942,False,False,40.0,1520430171249000_7795330000.jpg
1.17,1288,879,1322,909,False,False,,1520430171249000_7795330000.jpg
5.20,1216,895,1226,905,False,False,,1520430171249000_7795330000.jpg
3.24,1216,908,1224,916,False,False,20.0,1520430171249000_7795330000.jpg
6.10.1,1014,902,1053,920,False,False,,1520430171249000_7795330000.jpg
5.20,1221,876,1232,886,False,False,,1520430172248000_7796330000.jpg
3.24,1222,889,1231,898,False,False,20,1520430172248000_7796330000.jpg
2.1,1236,877,1245,889,False,True,,1520430172248000_7796330000.jpg
1.34.1,1154,907,1183,913,False,False,,1520430172248000_7796330000.jpg
3.24,1326,878,1365,916,False,False,40,1520430172248000_7796330000.jpg
1.17,1323,834,1368,873,False,False,,1520430172248000_7796330000.jpg
6.10.1,1004,884,1046,905,False,False,,1520430172248000_7796330000.jpg
5.19.2,1058,893,1063,903,False,True,,1520430172248000_7796330000.jpg
5.23.1,1240,895,1262,900,False,True,Заречье,1520430172248000_7796330000.jpg
8.2.1,1222,901,1232,906,False,False,25 м,1520430172248000_7796330000.jpg
8.2.1,1237,903,1248,909,False,False,25 м,1520430173348000_7797430000.jpg
5.19.2,1057,899,1064,909,False,True,,1520430173348000_7797430000.jpg
3.24,1411,832,1469,892,False,False,40,1520430173348000_7797430000.jpg
1.17,1404,765,1473,826,False,False,,1520430173348000_7797430000.jpg
5.20,1237,876,1249,887,False,False,,1520430173348000_7797430000.jpg
3.24,1237,889,1249,901,False,False,20,1520430173348000_7797430000.jpg
2.1,1253,879,1262,891,False,True,,1520430173348000_7797430000.jpg
1.34.1,1168,913,1195,920,False,False,,1520430173348000_7797430000.jpg
6.10.1,997,889,1044,914,False,False,,1520430173348000_7797430000.jpg
5.23.1,1258,897,1280,904,False,True,Заречье,1520430173348000_7797430000.jpg
5.23.1,1267,908,1292,915,False,True,Заречье,1520430174315000_7798396000.jpg
2.1,1261,890,1270,903,False,True,,1520430174315000_7798396000.jpg
5.20,1244,884,1257,897,False,False,,1520430174315000_7798396000.jpg
5.19.2,1048,913,1054,924,False,True,,1520430174315000_7798396000.jpg
6.10.1,982,903,1033,929,False,True,,1520430174315000_7798396000.jpg
3.24,1593,734,1700,842,False,False,40,1520430174315000_7798396000.jpg
1.17,1581,611,1704,723,False,False,,1520430174315000_7798396000.jpg
8.2.1,1243,915,1257,921,False,False,25 м,1520430174315000_7798396000.jpg
3.24,1244,899,1257,913,False,False,20,1520430174315000_7798396000.jpg
1.34.1,1169,929,1197,937,False,False,,1520430174315000_7798396000.jpg
4.3,1262,920,1269,927,False,True,,1520430174315000_7798396000.jpg
4.3,1260,925,1270,935,False,True,,1520430175481000_7799563000.jpg
5.23.1,1271,912,1298,920,False,True,Заречье,1520430175481000_7799563000.jpg
2.1,1262,893,1272,908,False,True,,1520430175481000_7799563000.jpg
5.20,1245,883,1260,898,False,False,,1520430175481000_7799563000.jpg
5.19.2,1017,917,1031,929,False,True,,1520430175481000_7799563000.jpg
6.10.1,951,905,1009,935,False,True,,1520430175481000_7799563000.jpg
8.2.1,1245,918,1260,925,False,False,25 м,1520430175481000_7799563000.jpg
3.24,1245,900,1261,916,False,False,20,1520430175481000_7799563000.jpg
1.34.1,1161,936,1191,945,False,False,,1520430175481000_7799563000.jpg
5.20,1245,877,1261,894,False,False,,1520430176448000_7800529000.jpg
3.24,1243,895,1262,914,False,False,20,1520430176448000_7800529000.jpg
8.2.1,1244,916,1261,924,False,False,25 м,1520430176448000_7800529000.jpg
2.1,1264,891,1271,905,False,True,,1520430176448000_7800529000.jpg
5.19.2,991,915,1006,928,False,True,,1520430176448000_7800529000.jpg
6.10.1,918,902,982,935,False,True,,1520430176448000_7800529000.jpg
5.23.1,1271,910,1303,920,False,True,Заречье,1520430176448000_7800529000.jpg
1.34.1,1151,939,1184,948,False,False,,1520430176448000_7800529000.jpg
4.3,1258,927,1271,936,False,True,,1520430176448000_7800529000.jpg
4.3,1269,937,1279,946,False,True,,1520430177314000_7801396000.jpg
5.23.1,1283,918,1318,929,False,True,Заречье,1520430177314000_7801396000.jpg
8.2.1,1254,924,1273,933,False,False,25 м,1520430177314000_7801396000.jpg
3.24,1253,900,1274,921,False,False,20,1520430177314000_7801396000.jpg
5.20,1254,880,1274,899,False,False,,1520430177314000_7801396000.jpg
2.1,1275,901,1282,913,False,True,,1520430177314000_7801396000.jpg
1.34.1,1150,950,1185,959,False,False,,1520430177314000_7801396000.jpg
5.19.2,975,921,990,936,False,True,,1520430177314000_7801396000.jpg
6.10.1,894,907,964,942,False,True,,1520430177314000_7801396000.jpg
5.20,1276,857,1298,879,False,False,,1520430178181000_7802262000.jpg
3.24,1275,881,1298,904,False,False,20,1520430178181000_7802262000.jpg
8.2.1,1275,908,1297,918,False,False,25 м,1520430178181000_7802262000.jpg
5.19.1,1280,902,1298,907,False,True,,1520430178181000_7802262000.jpg
4.3,1288,924,1300,936,False,True,,1520430178181000_7802262000.jpg
5.23.1,1305,903,1344,915,False,True,Заречье,1520430178181000_7802262000.jpg
1.34.1,1159,939,1196,950,False,False,,1520430178181000_7802262000.jpg
5.19.2,964,905,980,922,False,True,,1520430178181000_7802262000.jpg
6.10.1,874,890,952,928,False,True,,1520430178181000_7802262000.jpg
1.34.1,1170,953,1210,964,False,False,,1520430179114000_7803195000.jpg
4.3,1311,936,1322,949,False,True,,1520430179114000_7803195000.jpg
8.2.1,1304,913,1330,925,False,False,25 м,1520430179114000_7803195000.jpg
5.19.1,1306,906,1326,912,False,True,,1520430179114000_7803195000.jpg
3.24,1303,882,1330,909,False,False,20,1520430179114000_7803195000.jpg
5.23.1,1335,910,1376,923,False,True,Заречье,1520430179114000_7803195000.jpg
5.20,1305,854,1330,880,False,False,,1520430179114000_7803195000.jpg
5.19.2,949,913,967,933,False,True,,1520430179114000_7803195000.jpg
6.10.1,849,896,936,940,False,True,,1520430179114000_7803195000.jpg
5.20,1309,929,1322,934,False,True,,1520430179114000_7803195000.jpg
5.20,1318,941,1330,947,False,True,,1520430179981000_7804062000.jpg
1.34.1,1165,968,1208,979,False,False,,1520430179981000_7804062000.jpg
4.3,1319,949,1329,963,False,True,,1520430179981000_7804062000.jpg
8.2.1,1319,920,1350,934,False,False,25 м,1520430179981000_7804062000.jpg
5.19.1,1318,912,1335,918,False,True,,1520430179981000_7804062000.jpg
3.24,1319,884,1352,915,False,False,20,1520430179981000_7804062000.jpg
5.23.1,1352,918,1402,933,False,False,Заречье,1520430179981000_7804062000.jpg
5.20,1322,850,1351,881,False,False,,1520430179981000_7804062000.jpg
5.19.2,913,921,934,944,False,True,,1520430179981000_7804062000.jpg
6.10.1,802,903,900,952,False,True,,1520430179981000_7804062000.jpg
3.24,1342,877,1382,916,False,False,20,1520430181047000_7805128000.jpg
8.2.1,1342,922,1380,940,False,False,25 м,1520430181047000_7805128000.jpg
5.19.1,1333,916,1355,943,False,True,,1520430181047000_7805128000.jpg
5.20,1327,949,1344,960,False,True,,1520430181047000_7805128000.jpg
4.3,1325,961,1344,977,False,True,,1520430181047000_7805128000.jpg
5.23.1,1381,924,1432,941,False,True,Заречье,1520430181047000_7805128000.jpg
5.20,1344,834,1382,873,False,False,,1520430181047000_7805128000.jpg
1.34.1,1151,983,1199,995,False,False,,1520430181047000_7805128000.jpg
5.19.2,851,927,877,953,False,True,,1520430181047000_7805128000.jpg
6.10.1,724,906,839,964,False,True,,1520430181047000_7805128000.jpg
2.1,1320,903,1341,924,False,True,,1520430181047000_7805128000.jpg
2.1,1322,901,1343,931,False,True,,1520430181947000_7806028000.jpg
3.24,1367,859,1417,909,False,False,20,1520430181947000_7806028000.jpg
8.2.1,1367,915,1415,939,False,False,25 м,1520430181947000_7806028000.jpg
5.19.1,1345,912,1372,945,False,True,,1520430181947000_7806028000.jpg
5.20,1332,943,1356,966,False,True,,1520430181947000_7806028000.jpg
4.3,1329,967,1351,985,False,True,,1520430181947000_7806028000.jpg
5.23.1,1393,921,1462,942,False,True,Заречье,1520430181947000_7806028000.jpg
5.20,1368,805,1417,854,False,False,,1520430181947000_7806028000.jpg
1.34.1,1135,991,1186,1004,False,False,,1520430181947000_7806028000.jpg
5.19.2,788,928,810,959,False,True,,1520430181947000_7806028000.jpg
6.10.1,636,903,769,970,False,True,,1520430181947000_7806028000.jpg
8.13,1328,937,1338,959,False,True,,1520430181947000_7806028000.jpg
4.4.1,796,967,800,998,False,False,,1520430181947000_7806028000.jpg
4.4.1,1358,958,1362,990,False,False,,1520430181947000_7806028000.jpg
8.13,1331,946,1351,972,False,True,,1520430182780000_7806862000.jpg
2.1,1324,906,1351,941,False,True,,1520430182780000_7806862000.jpg
3.24,1404,839,1468,904,False,False,20,1520430182780000_7806862000.jpg
8.2.1,1403,911,1467,943,False,False,25 м,1520430182780000_7806862000.jpg
5.19.1,1359,913,1393,954,False,True,,1520430182780000_7806862000.jpg
5.20,1336,953,1363,979,False,True,,1520430182780000_7806862000.jpg
4.3,1332,980,1356,1001,False,True,,1520430182780000_7806862000.jpg
5.23.1,1415,925,1500,950,False,True,Заречье,1520430182780000_7806862000.jpg
5.20,1407,769,1470,832,False,False,,1520430182780000_7806862000.jpg
1.34.1,1116,1006,1172,1020,False,False,,1520430182780000_7806862000.jpg
5.19.2,701,932,728,968,False,True,,1520430182780000_7806862000.jpg
6.10.1,528,904,684,982,False,True,,1520430182780000_7806862000.jpg
1.34.1,1319,1009,1328,1018,False,True,,1520430182780000_7806862000.jpg
4.4.1,712,978,717,1015,False,False,,1520430182780000_7806862000.jpg
4.4.1,1375,969,1381,1006,False,False,,1520430182780000_7806862000.jpg
1.34.1,1315,993,1332,1002,False,True,,1520430183880000_7807961000.jpg
8.13,1341,919,1371,949,False,True,,1520430183880000_7807961000.jpg
2.1,1335,872,1376,914,False,False,,1520430183880000_7807961000.jpg
3.24,1516,727,1619,829,False,False,20,1520430183880000_7807961000.jpg
8.2.1,1515,841,1617,893,False,False,25 м,1520430183880000_7807961000.jpg
5.19.1,1397,869,1447,922,False,True,,1520430183880000_7807961000.jpg
5.20,1350,925,1384,959,False,False,,1520430183880000_7807961000.jpg
4.3,1342,956,1372,983,False,True,,1520430183880000_7807961000.jpg
5.23.1,1469,888,1585,919,False,True,Заречье,1520430183880000_7807961000.jpg
5.20,1519,611,1621,715,False,False,,1520430183880000_7807961000.jpg
1.34.1,1092,991,1154,1006,False,False,,1520430183880000_7807961000.jpg
5.19.2,538,900,578,947,False,True,,1520430183880000_7807961000.jpg
6.10.1,334,867,527,965,False,True,,1520430183880000_7807961000.jpg
3.24,1210,993,1219,1002,False,False,40,1520430183880000_7807961000.jpg
4.4.1,556,959,565,1006,False,False,,1520430183880000_7807961000.jpg
4.4.1,1419,943,1424,990,False,False,,1520430183880000_7807961000.jpg
3.24,1216,970,1225,979,False,False,40,1520430184980000_7809061000.jpg
8.13,1379,876,1415,913,False,True,,1520430184980000_7809061000.jpg
2.1,1370,820,1421,870,False,False,,1520430184980000_7809061000.jpg
3.24,2002,287,2258,547,False,False,20,1520430184980000_7809061000.jpg
8.2.1,2001,575,2253,705,False,False,25 м,1520430184980000_7809061000.jpg
5.19.1,1497,781,1578,862,False,True,,1520430184980000_7809061000.jpg
5.20,1393,882,1436,925,False,False,,1520430184980000_7809061000.jpg
